component,protein,clean_score,corrupt_score,delta_d_proj,frac_of_total
attn_L4_H10,2D59A,0.190033,0.301623,-0.111590,-0.012029
attn_L4_H10,2D5MA,0.140099,0.333014,-0.192915,-0.015930
attn_L4_H10,2DYIA,0.042452,0.251752,-0.209300,-0.020886
attn_L4_H10,2GK4A,0.168533,0.281282,-0.112748,-0.012758
attn_L4_H10,2II1A,0.134714,0.325743,-0.191030,-0.014169
attn_L4_H10,2O2KA,-0.051239,-0.010588,-0.040651,-0.006723
attn_L4_H10,2OZEA,0.270697,0.331277,-0.060580,-0.006208
attn_L4_H10,2PJZA,0.185245,0.298175,-0.112930,-0.008429
attn_L4_H10,2WAWA,0.160816,0.287784,-0.126969,-0.007311
attn_L4_H10,2YC3A,0.306305,0.364291,-0.057986,-0.005545
attn_L4_H10,3BZMA,0.251401,0.294226,-0.042825,-0.014964
attn_L4_H10,3C8MA,0.181916,0.300186,-0.118270,-0.006003
attn_L4_H10,3EYEA,0.084632,0.332932,-0.248299,-0.017215
attn_L4_H10,3FF9A,0.076627,0.260898,-0.184271,-0.031499
attn_L4_H10,3FZ4A,0.200269,0.332503,-0.132235,-0.015257
attn_L4_H10,3G5TA,0.069636,0.271039,-0.201404,-0.009995
attn_L4_H10,3GX8A,0.311912,0.397355,-0.085443,-0.008774
attn_L4_H10,3JRNA,0.162311,0.332396,-0.170085,-0.010304
attn_L4_H10,3L51A,0.086618,0.266507,-0.179889,-0.019254
attn_L4_H10,3LWXA,0.070041,0.203691,-0.133650,-0.020483
attn_L4_H10,3N08A,0.209603,0.290478,-0.080875,-0.008286
attn_L4_H10,3NY7A,0.052691,0.165769,-0.113078,-0.010425
attn_L4_H10,3PU9A,0.172654,0.310928,-0.138274,-0.009356
attn_L4_H10,3R6DA,0.239566,0.318989,-0.079423,-0.005826
attn_L4_H10,3RHBA,0.267371,0.355097,-0.087726,-0.006536
attn_L4_H10,3ZSJA,0.094578,0.233582,-0.139005,-0.010771
attn_L4_H10,4GS1A,0.080900,0.194091,-0.113191,-0.014727
attn_L4_H10,4I8HA,0.316667,0.393098,-0.076431,-0.011740
attn_L4_H10,4K8WA,0.001215,0.183582,-0.182367,-0.020719
attn_L4_H10,4LBHA,0.235241,0.247747,-0.012506,-0.001432
attn_L4_H10,4LH6A,0.114204,0.283117,-0.168912,-0.010392
attn_L4_H10,4MUOA,0.159799,0.351771,-0.191971,-0.009336
attn_L4_H10,4MZCA,0.249810,0.331335,-0.081526,-0.009578
attn_L4_H10,4PEDA,0.268922,0.374670,-0.105748,-0.004165
attn_L4_H10,4RVCA,0.259365,0.319382,-0.060018,-0.005143
attn_L4_H10,4TL6A,-0.001228,0.236843,-0.238070,-0.016160
attn_L4_H10,4WBJA,0.101753,0.321140,-0.219387,-0.019146
attn_L4_H10,4XRAA,0.141424,0.303057,-0.161633,-0.007670
attn_L4_H10,5AJGA,0.171956,0.317026,-0.145070,-0.009256
attn_L4_H11,1CUKA,-0.606222,-0.568951,-0.037272,-0.002890
attn_L4_H11,1F86A,-0.294417,-0.337204,0.042786,0.003628
attn_L4_H11,1G3QA,-0.443623,-0.557789,0.114166,0.007406
attn_L4_H11,1H4XA,-0.192267,-0.452432,0.260165,0.011111
attn_L4_H11,1HDKA,-0.057531,-0.085286,0.027754,0.002469
attn_L4_H11,1KMVA,-0.386423,-0.389741,0.003318,0.000189
attn_L4_H11,1S3CA,-0.343114,-0.236518,-0.106596,-0.016305
attn_L4_H11,1T2WA,-0.088899,-0.253771,0.164872,0.035399
attn_L4_H11,1U2KA,-0.483740,-0.659579,0.175839,0.012086
attn_L4_H11,2CZQA,-0.537996,-0.520881,-0.017115,-0.001166
attn_L4_H11,2D2EA,-0.261029,-0.438226,0.177197,0.010991
attn_L4_H11,2D59A,-0.269896,-0.254571,-0.015325,-0.001652
attn_L4_H11,2D5MA,-0.457647,-0.497817,0.040170,0.003317
attn_L4_H11,2DYIA,-0.267605,-0.381693,0.114088,0.011385
attn_L4_H11,2GK4A,-0.292604,-0.301085,0.008481,0.000960
attn_L4_H11,2II1A,-0.280007,-0.422529,0.142521,0.010571
attn_L4_H11,2O2KA,-0.064554,-0.214050,0.149496,0.024724
attn_L4_H11,2OZEA,-0.321350,-0.377175,0.055825,0.005720
attn_L4_H11,2PJZA,-0.457879,-0.537646,0.079767,0.005954
attn_L4_H11,2WAWA,-0.396498,-0.497841,0.101343,0.005835
attn_L4_H11,2YC3A,-0.489309,-0.435012,-0.054297,-0.005192
attn_L4_H11,3BZMA,-0.295936,-0.414130,0.118195,0.041299
attn_L4_H11,3C8MA,-0.256786,-0.429031,0.172245,0.008742
attn_L4_H11,3EYEA,-0.141060,-0.210067,0.069006,0.004784
attn_L4_H11,3FF9A,0.042009,0.056344,-0.014335,-0.002450
attn_L4_H11,3FZ4A,-0.270087,-0.274165,0.004078,0.000471
attn_L4_H11,3G5TA,-0.322085,-0.477675,0.155590,0.007721
attn_L4_H11,3GX8A,-0.236813,-0.203187,-0.033627,-0.003453
attn_L4_H11,3JRNA,-0.291918,-0.298455,0.006537,0.000396
attn_L4_H11,3L51A,-0.388832,-0.512182,0.123350,0.013202
attn_L4_H11,3LWXA,-0.218544,-0.301320,0.082775,0.012686
attn_L4_H11,3N08A,-0.339019,-0.372736,0.033716,0.003454
attn_L4_H11,3NY7A,-0.081929,-0.187380,0.105450,0.009721
attn_L4_H11,3PU9A,-0.166344,-0.426660,0.260316,0.017614
attn_L4_H11,3R6DA,-0.223230,-0.306058,0.082828,0.006075
attn_L4_H11,3RHBA,-0.316643,-0.251701,-0.064942,-0.004839
attn_L4_H11,3ZSJA,-0.377141,-0.423364,0.046223,0.003582
attn_L4_H11,4GS1A,-0.058895,-0.148262,0.089367,0.011628
attn_L4_H11,4I8HA,-0.153531,-0.199893,0.046362,0.007122
attn_L4_H11,4K8WA,-0.177150,-0.350297,0.173147,0.019671
attn_L4_H11,4LBHA,-0.045698,-0.375983,0.330285,0.037829
attn_L4_H11,4LH6A,-0.297939,-0.551256,0.253317,0.015585
attn_L4_H11,4MUOA,-0.221800,-0.436348,0.214548,0.010434
attn_L4_H11,4MZCA,-0.453332,-0.385611,-0.067721,-0.007956
attn_L4_H11,4PEDA,-0.324657,-0.535845,0.211189,0.008319
attn_L4_H11,4RVCA,-0.182143,-0.301526,0.119383,0.010230
attn_L4_H11,4TL6A,-0.395205,-0.470187,0.074982,0.005090
attn_L4_H11,4WBJA,0.054584,-0.036445,0.091029,0.007944
attn_L4_H11,4XRAA,-0.061744,-0.164816,0.103072,0.004891
attn_L4_H11,5AJGA,-0.381708,-0.493502,0.111794,0.007132
attn_L4_H12,1CUKA,-0.027416,0.011736,-0.039152,-0.003036
attn_L4_H12,1F86A,-0.102073,-0.095879,-0.006194,-0.000525
attn_L4_H12,1G3QA,-0.035262,-0.015821,-0.019441,-0.001261
attn_L4_H12,1H4XA,-0.063438,-0.123041,0.059603,0.002545
attn_L4_H12,1HDKA,0.056580,0.040436,0.016145,0.001436
attn_L4_H12,1KMVA,0.016836,0.009164,0.007673,0.000437
attn_L4_H12,1S3CA,0.001793,-0.039598,0.041391,0.006331
attn_L4_H12,1T2WA,0.036884,0.028916,0.007968,0.001711
attn_L4_H12,1U2KA,0.010483,0.045673,-0.035190,-0.002419
attn_L4_H12,2CZQA,0.074297,0.064186,0.010111,0.000689
attn_L4_H12,2D2EA,-0.071376,-0.028207,-0.043169,-0.002678
attn_L4_H12,2D59A,-0.020402,-0.031924,0.011522,0.001242
attn_L4_H12,2D5MA,-0.061218,-0.036529,-0.024689,-0.002039
attn_L4_H12,2DYIA,-0.079968,-0.022295,-0.057673,-0.005755
attn_L4_H12,2GK4A,-0.070721,-0.070345,-0.000376,-0.000043
attn_L4_H12,2II1A,0.023955,0.008412,0.015543,0.001153
attn_L4_H12,2O2KA,0.077208,0.006614,0.070594,0.011675
attn_L4_H12,2OZEA,-0.020737,-0.015191,-0.005546,-0.000568
attn_L4_H12,2PJZA,-0.107282,-0.076420,-0.030862,-0.002304
attn_L4_H12,2WAWA,-0.072466,-0.035301,-0.037165,-0.002140
attn_L4_H12,2YC3A,-0.045746,-0.064672,0.018926,0.001810
attn_L4_H12,3BZMA,-0.003939,0.005279,-0.009219,-0.003221
attn_L4_H12,3C8MA,-0.072016,-0.071269,-0.000747,-0.000038
attn_L4_H12,3EYEA,-0.084110,-0.063062,-0.021047,-0.001459
attn_L4_H12,3FF9A,-0.057667,-0.052607,-0.005060,-0.000865
attn_L4_H12,3FZ4A,-0.183978,-0.132349,-0.051629,-0.005957
attn_L4_H12,3G5TA,-0.052609,-0.005699,-0.046909,-0.002328
attn_L4_H12,3GX8A,-0.081460,-0.071421,-0.010039,-0.001031
attn_L4_H12,3JRNA,-0.019030,-0.022279,0.003248,0.000197
attn_L4_H12,3L51A,-0.084899,-0.046848,-0.038051,-0.004073
attn_L4_H12,3LWXA,-0.031543,-0.025459,-0.006084,-0.000932
attn_L4_H12,3N08A,0.012245,0.022438,-0.010193,-0.001044
attn_L4_H12,3NY7A,0.006091,-0.027739,0.033830,0.003119
attn_L4_H12,3PU9A,0.002334,0.033877,-0.031543,-0.002134
attn_L4_H12,3R6DA,0.056915,0.078437,-0.021522,-0.001579
attn_L4_H12,3RHBA,0.058008,0.045791,0.012217,0.000910
attn_L4_H12,3ZSJA,0.004721,0.029380,-0.024658,-0.001911
attn_L4_H12,4GS1A,-0.133922,-0.157939,0.024017,0.003125
attn_L4_H12,4I8HA,0.036716,0.031125,0.005592,0.000859
attn_L4_H12,4K8WA,0.044706,0.123459,-0.078753,-0.008947
attn_L4_H12,4LBHA,-0.027651,-0.018855,-0.008796,-0.001007
attn_L4_H12,4LH6A,-0.021688,-0.027374,0.005686,0.000350
attn_L4_H12,4MUOA,-0.041469,-0.008573,-0.032896,-0.001600
attn_L4_H12,4MZCA,-0.031901,-0.012591,-0.019310,-0.002269
attn_L4_H12,4PEDA,-0.110589,-0.070069,-0.040520,-0.001596
attn_L4_H12,4RVCA,-0.062502,-0.045327,-0.017176,-0.001472
attn_L4_H12,4TL6A,-0.070103,-0.057237,-0.012866,-0.000873
attn_L4_H12,4WBJA,0.001072,0.016047,-0.014975,-0.001307
attn_L4_H12,4XRAA,-0.042322,-0.017184,-0.025138,-0.001193
attn_L4_H12,5AJGA,-0.014106,-0.006394,-0.007712,-0.000492
attn_L4_H13,1CUKA,0.091706,0.146881,-0.055175,-0.004278
attn_L4_H13,1F86A,0.076748,0.159094,-0.082346,-0.006982
attn_L4_H13,1G3QA,0.223735,0.118061,0.105674,0.006855
attn_L4_H13,1H4XA,-0.094666,0.071441,-0.166107,-0.007094
attn_L4_H13,1HDKA,0.094133,0.214018,-0.119885,-0.010664
attn_L4_H13,1KMVA,0.121381,0.152078,-0.030697,-0.001747
attn_L4_H13,1S3CA,0.050587,0.123304,-0.072717,-0.011123
attn_L4_H13,1T2WA,0.118162,0.204278,-0.086116,-0.018490
attn_L4_H13,1U2KA,0.034902,0.082913,-0.048011,-0.003300
attn_L4_H13,2CZQA,0.117468,0.158857,-0.041389,-0.002820
attn_L4_H13,2D2EA,0.049631,0.089918,-0.040287,-0.002499
attn_L4_H13,2D59A,0.143730,0.198033,-0.054303,-0.005854
attn_L4_H13,2D5MA,0.059488,0.094270,-0.034783,-0.002872
attn_L4_H13,2DYIA,0.044232,0.105354,-0.061123,-0.006099
attn_L4_H13,2GK4A,0.028045,0.093739,-0.065693,-0.007434
attn_L4_H13,2II1A,0.061231,0.112241,-0.051010,-0.003784
attn_L4_H13,2O2KA,-0.122474,-0.051851,-0.070622,-0.011680
attn_L4_H13,2OZEA,0.099278,0.135632,-0.036353,-0.003725
attn_L4_H13,2PJZA,0.163326,0.146979,0.016346,0.001220
attn_L4_H13,2WAWA,0.035444,0.086370,-0.050927,-0.002932
attn_L4_H13,2YC3A,0.080381,0.159197,-0.078816,-0.007537
attn_L4_H13,3BZMA,0.028283,0.056871,-0.028588,-0.009989
attn_L4_H13,3C8MA,0.053633,0.060469,-0.006836,-0.000347
attn_L4_H13,3EYEA,0.037944,0.115562,-0.077617,-0.005381
attn_L4_H13,3FF9A,0.421091,0.203619,0.217473,0.037174
attn_L4_H13,3FZ4A,0.115785,0.127031,-0.011246,-0.001298
attn_L4_H13,3G5TA,0.112728,0.124985,-0.012257,-0.000608
attn_L4_H13,3GX8A,0.060461,0.123130,-0.062669,-0.006436
attn_L4_H13,3JRNA,0.219958,0.249974,-0.030016,-0.001818
attn_L4_H13,3L51A,0.096789,0.172556,-0.075767,-0.008110
attn_L4_H13,3LWXA,0.066473,0.053428,0.013045,0.001999
attn_L4_H13,3N08A,0.199305,0.255113,-0.055808,-0.005718
attn_L4_H13,3NY7A,0.106904,0.255113,-0.148208,-0.013663
attn_L4_H13,3PU9A,0.084195,0.131182,-0.046987,-0.003179
attn_L4_H13,3R6DA,0.006049,0.122478,-0.116429,-0.008540
attn_L4_H13,3RHBA,0.289835,0.274220,0.015615,0.001163
attn_L4_H13,3ZSJA,0.058524,0.072761,-0.014236,-0.001103
attn_L4_H13,4GS1A,-0.037239,0.011269,-0.048508,-0.006311
attn_L4_H13,4I8HA,0.206435,0.190928,0.015508,0.002382
attn_L4_H13,4K8WA,0.011549,0.083033,-0.071484,-0.008121
attn_L4_H13,4LBHA,0.204576,0.213400,-0.008825,-0.001011
attn_L4_H13,4LH6A,0.076608,0.103441,-0.026833,-0.001651
attn_L4_H13,4MUOA,0.098073,0.170613,-0.072540,-0.003528
attn_L4_H13,4MZCA,0.102925,0.157676,-0.054750,-0.006432
attn_L4_H13,4PEDA,-0.002670,0.095255,-0.097925,-0.003857
attn_L4_H13,4RVCA,0.037977,0.097352,-0.059375,-0.005088
attn_L4_H13,4TL6A,-0.108883,-0.070550,-0.038333,-0.002602
attn_L4_H13,4WBJA,0.110497,0.181149,-0.070651,-0.006166
attn_L4_H13,4XRAA,0.086306,0.102462,-0.016155,-0.000767
attn_L4_H13,5AJGA,-0.063905,0.016811,-0.080716,-0.005150
attn_L4_H14,1CUKA,0.025146,0.284882,-0.259735,-0.020140
attn_L4_H14,1F86A,-0.033941,0.121260,-0.155200,-0.013159
attn_L4_H14,1G3QA,0.119427,0.384462,-0.265036,-0.017193
attn_L4_H14,1H4XA,-0.213133,-0.025441,-0.187692,-0.008016
attn_L4_H14,1HDKA,-0.041058,0.092110,-0.133168,-0.011846
attn_L4_H14,1KMVA,-0.029926,0.252286,-0.282212,-0.016063
attn_L4_H14,1S3CA,-0.159229,0.034352,-0.193582,-0.029610
attn_L4_H14,1T2WA,-0.183880,0.088233,-0.272113,-0.058425
attn_L4_H14,1U2KA,-0.387969,-0.129943,-0.258026,-0.017735
attn_L4_H14,2CZQA,0.025651,0.068066,-0.042415,-0.002890
attn_L4_H14,2D2EA,-0.196738,0.043978,-0.240716,-0.014930
attn_L4_H14,2D59A,-0.061723,0.247372,-0.309095,-0.033320
attn_L4_H14,2D5MA,-0.120234,0.190081,-0.310315,-0.025624
attn_L4_H14,2DYIA,-0.022040,0.166767,-0.188807,-0.018841
attn_L4_H14,2GK4A,0.046969,0.198196,-0.151227,-0.017112
attn_L4_H14,2II1A,0.011662,0.332631,-0.320970,-0.023807
attn_L4_H14,2O2KA,-0.036653,-0.051165,0.014512,0.002400
attn_L4_H14,2OZEA,0.187721,0.353301,-0.165579,-0.016967
attn_L4_H14,2PJZA,-0.036772,0.161632,-0.198404,-0.014809
attn_L4_H14,2WAWA,-0.061717,0.031088,-0.092805,-0.005344
attn_L4_H14,2YC3A,0.069244,0.337751,-0.268507,-0.025675
attn_L4_H14,3BZMA,0.095120,0.141637,-0.046517,-0.016254
attn_L4_H14,3C8MA,-0.025555,0.272638,-0.298193,-0.015135
attn_L4_H14,3EYEA,-0.232973,0.004322,-0.237295,-0.016452
attn_L4_H14,3FF9A,0.018889,0.079636,-0.060747,-0.010384
attn_L4_H14,3FZ4A,0.167993,0.306942,-0.138949,-0.016031
attn_L4_H14,3G5TA,-0.149011,0.087720,-0.236731,-0.011748
attn_L4_H14,3GX8A,0.099752,0.266946,-0.167194,-0.017169
attn_L4_H14,3JRNA,0.084691,0.294068,-0.209378,-0.012685
attn_L4_H14,3L51A,-0.132601,0.132655,-0.265256,-0.028391
attn_L4_H14,3LWXA,-0.016339,0.046169,-0.062507,-0.009580
attn_L4_H14,3N08A,0.158112,0.338925,-0.180813,-0.018525
attn_L4_H14,3NY7A,-0.132698,-0.122449,-0.010249,-0.000945
attn_L4_H14,3PU9A,-0.069722,0.198560,-0.268282,-0.018153
attn_L4_H14,3R6DA,-0.033014,0.259330,-0.292344,-0.021443
attn_L4_H14,3RHBA,0.268394,0.323400,-0.055006,-0.004098
attn_L4_H14,3ZSJA,-0.215447,-0.135910,-0.079537,-0.006163
attn_L4_H14,4GS1A,-0.068702,-0.057863,-0.010839,-0.001410
attn_L4_H14,4I8HA,0.093577,0.268021,-0.174445,-0.026796
attn_L4_H14,4K8WA,-0.146375,-0.060649,-0.085726,-0.009739
attn_L4_H14,4LBHA,0.134993,0.178455,-0.043462,-0.004978
attn_L4_H14,4LH6A,-0.079752,0.184613,-0.264365,-0.016265
attn_L4_H14,4MUOA,-0.013609,0.406359,-0.419968,-0.020424
attn_L4_H14,4MZCA,0.080768,0.225854,-0.145086,-0.017045
attn_L4_H14,4PEDA,0.203531,0.554166,-0.350636,-0.013812
attn_L4_H14,4RVCA,0.078376,0.353170,-0.274794,-0.023548
attn_L4_H14,4TL6A,-0.178460,-0.221773,0.043312,0.002940
attn_L4_H14,4WBJA,-0.082737,0.176378,-0.259115,-0.022613
attn_L4_H14,4XRAA,-0.036960,0.352711,-0.389671,-0.018492
attn_L4_H14,5AJGA,-0.161961,0.137963,-0.299924,-0.019135
attn_L4_H15,1CUKA,-0.268310,-0.226532,-0.041778,-0.003239
attn_L4_H15,1F86A,-0.044529,-0.086766,0.042237,0.003581
attn_L4_H15,1G3QA,-0.157835,-0.108082,-0.049753,-0.003227
attn_L4_H15,1H4XA,-0.042169,-0.182491,0.140322,0.005993
attn_L4_H15,1HDKA,-0.100673,-0.063931,-0.036742,-0.003268
attn_L4_H15,1KMVA,-0.109508,-0.101008,-0.008499,-0.000484
attn_L4_H15,1S3CA,-0.077996,-0.041472,-0.036525,-0.005587
attn_L4_H15,1T2WA,0.087057,-0.023539,0.110596,0.023746
attn_L4_H15,1U2KA,-0.079011,-0.208571,0.129560,0.008905
attn_L4_H15,2CZQA,-0.315417,-0.349321,0.033904,0.002310
attn_L4_H15,2D2EA,-0.199877,-0.300175,0.100297,0.006221
attn_L4_H15,2D59A,-0.112062,0.010962,-0.123024,-0.013262
attn_L4_H15,2D5MA,-0.097800,-0.119732,0.021931,0.001811
attn_L4_H15,2DYIA,-0.126579,-0.214632,0.088053,0.008787
attn_L4_H15,2GK4A,-0.071504,-0.094453,0.022949,0.002597
attn_L4_H15,2II1A,-0.006383,-0.205816,0.199432,0.014793
attn_L4_H15,2O2KA,0.005036,-0.008564,0.013599,0.002249
attn_L4_H15,2OZEA,-0.212341,-0.215365,0.003024,0.000310
attn_L4_H15,2PJZA,-0.203867,-0.207235,0.003367,0.000251
attn_L4_H15,2WAWA,-0.061472,-0.207794,0.146322,0.008425
attn_L4_H15,2YC3A,-0.208364,-0.142738,-0.065626,-0.006275
attn_L4_H15,3BZMA,-0.169816,-0.229509,0.059693,0.020858
attn_L4_H15,3C8MA,-0.075258,-0.135477,0.060219,0.003056
attn_L4_H15,3EYEA,-0.135582,-0.151430,0.015849,0.001099
attn_L4_H15,3FF9A,0.070844,0.081922,-0.011078,-0.001894
attn_L4_H15,3FZ4A,-0.033828,-0.031622,-0.002206,-0.000255
attn_L4_H15,3G5TA,0.107029,0.017098,0.089931,0.004463
attn_L4_H15,3GX8A,-0.195046,-0.223073,0.028027,0.002878
attn_L4_H15,3JRNA,-0.253712,-0.245627,-0.008085,-0.000490
attn_L4_H15,3L51A,0.089342,0.022537,0.066805,0.007150
attn_L4_H15,3LWXA,-0.073466,-0.098105,0.024639,0.003776
attn_L4_H15,3N08A,-0.169418,-0.152524,-0.016894,-0.001731
attn_L4_H15,3NY7A,0.094668,0.013189,0.081480,0.007512
attn_L4_H15,3PU9A,-0.061701,-0.196780,0.135079,0.009140
attn_L4_H15,3R6DA,-0.140695,-0.136521,-0.004174,-0.000306
attn_L4_H15,3RHBA,-0.044097,-0.010819,-0.033277,-0.002479
attn_L4_H15,3ZSJA,0.036244,-0.115156,0.151400,0.011731
attn_L4_H15,4GS1A,0.082495,-0.081678,0.164173,0.021361
attn_L4_H15,4I8HA,-0.033353,-0.048668,0.015315,0.002352
attn_L4_H15,4K8WA,-0.083234,-0.282673,0.199439,0.022658
attn_L4_H15,4LBHA,-0.108970,-0.119787,0.010817,0.001239
attn_L4_H15,4LH6A,-0.017127,-0.064625,0.047498,0.002922
attn_L4_H15,4MUOA,-0.090028,-0.125954,0.035926,0.001747
attn_L4_H15,4MZCA,-0.048430,-0.042884,-0.005546,-0.000652
attn_L4_H15,4PEDA,-0.234412,-0.228675,-0.005736,-0.000226
attn_L4_H15,4RVCA,-0.153738,-0.070441,-0.083296,-0.007138
attn_L4_H15,4TL6A,-0.041058,-0.084231,0.043173,0.002931
attn_L4_H15,4WBJA,0.056100,0.066189,-0.010090,-0.000881
attn_L4_H15,4XRAA,0.009544,-0.016703,0.026247,0.001246
attn_L4_H15,5AJGA,-0.211188,-0.297376,0.086188,0.005499
attn_L4_H16,1CUKA,0.260921,0.271745,-0.010824,-0.000839
attn_L4_H16,1F86A,0.068794,0.125809,-0.057015,-0.004834
attn_L4_H16,1G3QA,0.208010,0.139142,0.068868,0.004467
attn_L4_H16,1H4XA,0.173248,0.219768,-0.046519,-0.001987
attn_L4_H16,1HDKA,0.359530,0.257793,0.101737,0.009050
attn_L4_H16,1KMVA,0.198900,0.165363,0.033537,0.001909
attn_L4_H16,1S3CA,0.071491,0.109527,-0.038036,-0.005818
attn_L4_H16,1T2WA,0.474005,0.377346,0.096659,0.020753
attn_L4_H16,1U2KA,0.191357,0.212136,-0.020779,-0.001428
attn_L4_H16,2CZQA,0.333909,0.213936,0.119973,0.008174
attn_L4_H16,2D2EA,0.238055,0.211343,0.026712,0.001657
attn_L4_H16,2D59A,0.094554,0.103697,-0.009144,-0.000986
attn_L4_H16,2D5MA,0.165677,0.205860,-0.040183,-0.003318
attn_L4_H16,2DYIA,0.324672,0.211070,0.113603,0.011337
attn_L4_H16,2GK4A,0.284834,0.243306,0.041528,0.004699
attn_L4_H16,2II1A,0.297834,0.211497,0.086337,0.006404
attn_L4_H16,2O2KA,-0.062195,0.132633,-0.194828,-0.032221
attn_L4_H16,2OZEA,0.108405,0.125799,-0.017394,-0.001782
attn_L4_H16,2PJZA,0.180294,0.185494,-0.005200,-0.000388
attn_L4_H16,2WAWA,0.088968,0.131842,-0.042874,-0.002469
attn_L4_H16,2YC3A,0.151723,0.110777,0.040946,0.003915
attn_L4_H16,3BZMA,0.061689,0.077030,-0.015341,-0.005360
attn_L4_H16,3C8MA,0.140283,0.192770,-0.052487,-0.002664
attn_L4_H16,3EYEA,0.083688,0.090287,-0.006599,-0.000458
attn_L4_H16,3FF9A,0.194401,0.183861,0.010540,0.001802
attn_L4_H16,3FZ4A,0.071120,0.129818,-0.058698,-0.006772
attn_L4_H16,3G5TA,0.044135,0.125151,-0.081015,-0.004021
attn_L4_H16,3GX8A,0.318167,0.233752,0.084415,0.008669
attn_L4_H16,3JRNA,0.096404,0.174968,-0.078563,-0.004760
attn_L4_H16,3L51A,-0.017946,0.097154,-0.115100,-0.012319
attn_L4_H16,3LWXA,0.112434,0.135823,-0.023389,-0.003584
attn_L4_H16,3N08A,0.112005,0.065396,0.046609,0.004775
attn_L4_H16,3NY7A,0.034235,0.156127,-0.121892,-0.011237
attn_L4_H16,3PU9A,0.145864,0.160817,-0.014953,-0.001012
attn_L4_H16,3R6DA,0.231475,0.230220,0.001254,0.000092
attn_L4_H16,3RHBA,0.297017,0.255277,0.041741,0.003110
attn_L4_H16,3ZSJA,0.051744,0.146593,-0.094849,-0.007349
attn_L4_H16,4GS1A,0.010303,0.101900,-0.091597,-0.011918
attn_L4_H16,4I8HA,0.137369,0.148315,-0.010946,-0.001681
attn_L4_H16,4K8WA,0.432868,0.467173,-0.034305,-0.003897
attn_L4_H16,4LBHA,0.142326,0.162241,-0.019915,-0.002281
attn_L4_H16,4LH6A,0.099504,0.127577,-0.028074,-0.001727
attn_L4_H16,4MUOA,0.203284,0.301981,-0.098697,-0.004800
attn_L4_H16,4MZCA,0.297466,0.175144,0.122323,0.014371
attn_L4_H16,4PEDA,0.126862,0.158897,-0.032035,-0.001262
attn_L4_H16,4RVCA,0.127500,0.101523,0.025977,0.002226
attn_L4_H16,4TL6A,0.139668,0.220665,-0.080997,-0.005498
attn_L4_H16,4WBJA,0.245097,0.302714,-0.057617,-0.005028
attn_L4_H16,4XRAA,0.435788,0.251187,0.184601,0.008760
attn_L4_H16,5AJGA,0.161905,0.184346,-0.022441,-0.001432
attn_L4_H17,1CUKA,0.403964,0.271604,0.132360,0.010263
attn_L4_H17,1F86A,0.020880,0.108187,-0.087307,-0.007402
attn_L4_H17,1G3QA,0.309906,0.216722,0.093184,0.006045
attn_L4_H17,1H4XA,0.276989,0.160052,0.116937,0.004994
attn_L4_H17,1HDKA,0.163786,0.225056,-0.061270,-0.005450
attn_L4_H17,1KMVA,0.239306,0.178982,0.060324,0.003434
attn_L4_H17,1S3CA,0.345175,0.510199,-0.165023,-0.025241
attn_L4_H17,1T2WA,0.145588,0.121131,0.024456,0.005251
attn_L4_H17,1U2KA,-0.016985,0.098394,-0.115379,-0.007930
attn_L4_H17,2CZQA,0.089339,0.076722,0.012617,0.000860
attn_L4_H17,2D2EA,0.296812,0.308372,-0.011560,-0.000717
attn_L4_H17,2D59A,0.424152,0.237766,0.186386,0.020092
attn_L4_H17,2D5MA,0.377355,0.228438,0.148917,0.012296
attn_L4_H17,2DYIA,0.273622,0.246617,0.027006,0.002695
attn_L4_H17,2GK4A,0.216143,0.291902,-0.075760,-0.008573
attn_L4_H17,2II1A,0.275705,0.237949,0.037756,0.002801
attn_L4_H17,2O2KA,0.109421,0.153765,-0.044344,-0.007334
attn_L4_H17,2OZEA,0.412295,0.323040,0.089255,0.009146
attn_L4_H17,2PJZA,0.246682,0.219462,0.027220,0.002032
attn_L4_H17,2WAWA,0.213195,0.219080,-0.005886,-0.000339
attn_L4_H17,2YC3A,0.327806,0.305136,0.022670,0.002168
attn_L4_H17,3BZMA,0.303875,0.316547,-0.012672,-0.004428
attn_L4_H17,3C8MA,0.230891,0.303464,-0.072573,-0.003683
attn_L4_H17,3EYEA,0.187483,0.109445,0.078038,0.005410
attn_L4_H17,3FF9A,0.075288,0.039199,0.036089,0.006169
attn_L4_H17,3FZ4A,0.050381,0.125460,-0.075078,-0.008662
attn_L4_H17,3G5TA,0.074852,0.159475,-0.084623,-0.004200
attn_L4_H17,3GX8A,0.087259,0.126177,-0.038918,-0.003997
attn_L4_H17,3JRNA,0.243307,0.200260,0.043047,0.002608
attn_L4_H17,3L51A,0.328297,0.130134,0.198164,0.021210
attn_L4_H17,3LWXA,0.013998,0.080435,-0.066438,-0.010182
attn_L4_H17,3N08A,0.221015,0.236096,-0.015081,-0.001545
attn_L4_H17,3NY7A,0.171113,0.119835,0.051278,0.004727
attn_L4_H17,3PU9A,0.094780,0.210994,-0.116214,-0.007863
attn_L4_H17,3R6DA,0.302202,0.241626,0.060576,0.004443
attn_L4_H17,3RHBA,0.128319,0.124964,0.003354,0.000250
attn_L4_H17,3ZSJA,-0.115196,0.217637,-0.332833,-0.025790
attn_L4_H17,4GS1A,0.090094,0.205505,-0.115411,-0.015016
